LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,longitude,latitude,corrected address,extracted_on,inside_victoria_bounds
Melbourne-Lancefield Road,BOLINDA,AC,Apr-18,"Melbourne-Lancefield Road, BOLINDA",903,144.7458097,-37.4386243,"Melbourne-Lancefield Rd, Bolinda VIC 3432, Australia",2018-August-06,TRUE
Melbourne-Lancefield Road,CLARKEFIELD,AC,Apr-18,"Melbourne-Lancefield Road, CLARKEFIELD",904,144.7465127,-37.4691242,"Melbourne-Lancefield Rd, Clarkefield VIC 3430, Australia",2018-August-06,TRUE
Melbourne-Lancefield Road,LANCEFIELD,AC,Apr-18,"Melbourne-Lancefield Road, LANCEFIELD",905,144.7370379,-37.3038664,"Melbourne-Lancefield Rd, Lancefield VIC 3435, Australia",2018-August-06,TRUE
Melbourne-Lancefield Road,MONEGEETTA,AC,Apr-18,"Melbourne-Lancefield Road, MONEGEETTA",906,144.748378,-37.395476,"Melbourne-Lancefield Rd, Monegeetta VIC 3433, Australia",2018-August-06,TRUE
Melbourne-Lancefield Road,ROMSEY,AC,Apr-18,"Melbourne-Lancefield Road, ROMSEY",907,144.7469207,-37.3832838,"Melbourne-Lancefield Rd, Romsey VIC 3434, Australia",2018-August-06,TRUE
Melbourne-Lancefield Road,SUNBURY,C,Dec-17,"Melbourne-Lancefield Road, SUNBURY",908,144.7560707,-37.4899394,"Melbourne-Lancefield Rd, Sunbury VIC 3429, Australia",2018-August-06,TRUE
Melton  Road,GISBORNE (WGS),AC,Jun-18,"Melton  Road, GISBORNE (WGS)",909,144.5654887,-37.5268822,"Melton Rd, Gisborne VIC 3437, Australia",2018-August-06,TRUE
Melton Highway,HILLSIDE,ABC,Jul-18,"Melton Highway, HILLSIDE",910,144.7417117,-37.6917516,"Melton Hwy, Hillside VIC 3037, Australia",2018-August-06,TRUE
Melton Highway,PLUMPTON,ABC,Jul-18,"Melton Highway, PLUMPTON",911,144.6950771,-37.6868603,"Melton Hwy, Plumpton VIC 3335, Australia",2018-August-06,TRUE
Melton Highway,SYDENHAM,C,Jul-18,"Melton Highway, SYDENHAM",912,144.7687639,-37.6950755,"Melton Hwy, Sydenham VIC 3037, Australia",2018-August-06,TRUE
Melton Highway,TAYLORS LAKES,C,Jul-18,"Melton Highway, TAYLORS LAKES",913,144.7831694,-37.6978756,"Melton Hwy, Taylors Lakes VIC 3038, Australia",2018-August-06,TRUE
Melville Road,PASCOE VALE SOUTH,C,Dec-17,"Melville Road, PASCOE VALE SOUTH",914,144.9444423,-37.7465371,"Melville Rd, Pascoe Vale South VIC 3044, Australia",2018-August-06,TRUE
Memorial Drive,PLENTY,B,Jul-18,"Memorial Drive, PLENTY",915,145.1099762,-37.6684764,"Memorial Dr, Plenty VIC 3090, Australia",2018-August-06,TRUE
Menadue Street,HORSHAM,BC,Jul-18,"Menadue Street, HORSHAM",916,142.2136652,-36.7151523,"Menadue St, Horsham VIC 3400, Australia",2018-August-06,TRUE
Merriang Road,BEVERIDGE,ABC,Apr-18,"Merriang Road, BEVERIDGE",917,145.024027,-37.482039,"Merriang Rd, Beveridge VIC 3753, Australia",2018-August-06,TRUE
Merton-Euroa Road,MERTON,AC,Apr-18,"Merton-Euroa Road, MERTON",918,145.6921896,-36.9528042,"Merton-Euroa Rd, Merton VIC 3715, Australia",2018-August-06,TRUE
Metropolitan Ring Road,WATSONIA NORTH,ABC,Apr-18,"Metropolitan Ring Road, WATSONIA NORTH",919,145.0869642,-37.690531,"Metropolitan Ring Rd, Watsonia North VIC 3087, Australia",2018-August-06,TRUE
Metung Road,SWAN REACH,AC,Apr-18,"Metung Road, SWAN REACH",920,147.8564834,-37.8422791,"Metung Rd, Swan Reach VIC 3903, Australia",2018-August-06,TRUE
Mickleham Road,ATTWOOD,ABC,Dec-17,"Mickleham Road, ATTWOOD",921,144.8851759,-37.6668221,"Mickleham Rd, Attwood VIC 3049, Australia",2018-August-06,TRUE
Mickleham Road,GREENVALE,AC,Dec-17,"Mickleham Road, GREENVALE",922,144.8816087,-37.6349114,"Mickleham Rd, Greenvale VIC 3059, Australia",2018-August-06,TRUE
Mickleham Road,MICKLEHAM,AC,Dec-17,"Mickleham Road, MICKLEHAM",923,144.8766867,-37.5619765,"Mickleham Rd, Mickleham VIC 3064, Australia",2018-August-06,TRUE
Mickleham Road,TULLAMARINE,ABC,Dec-17,"Mickleham Road, TULLAMARINE",924,144.8846157,-37.692721,"Mickleham Rd, Tullamarine VIC 3043, Australia",2018-August-06,TRUE
Mickleham Road,WESTMEADOWS,ABC,Dec-17,"Mickleham Road, WESTMEADOWS",925,144.8843576,-37.67645,"Mickleham Rd, Westmeadows VIC 3049, Australia",2018-August-06,TRUE
Mickleham Road,YUROKE,AC,Dec-17,"Mickleham Road, YUROKE",926,144.8768089,-37.5820994,"Mickleham Rd, Yuroke VIC 3063, Australia",2018-August-06,TRUE
Middleborough Road,BLACKBURN SOUTH,C,May-18,"Middleborough Road, BLACKBURN SOUTH",927,145.1346858,-37.8393288,"Middleborough Rd, Blackburn South VIC 3130, Australia",2018-August-06,TRUE
Midland Highway,BAGSHOT,C,May-18,"Midland Highway, BAGSHOT",928,144.3933685,-36.6529848,"Midland Hwy, Bagshot VIC 3551, Australia",2018-August-06,TRUE
Midland Highway,BANNOCKBURN,C,Apr-18,"Midland Highway, BANNOCKBURN",929,144.1782988,-38.0312638,"Midland Hwy, Bannockburn VIC 3331, Australia",2018-August-06,TRUE
Midland Highway,BARJARG,C,Apr-18,"Midland Highway, BARJARG",930,146.0015584,-36.920231,"Midland Hwy, Barjarg VIC 3723, Australia",2018-August-06,TRUE
Midland Highway,BARKERS CREEK,C,May-18,"Midland Highway, BARKERS CREEK",931,144.2378688,-37.0226398,"Midland Hwy, Barkers Creek VIC 3451, Australia",2018-August-06,TRUE
Midland Highway,BATESFORD,AC,Apr-18,"Midland Highway, BATESFORD",932,144.2873837,-38.0918644,"Midland Hwy, Batesford VIC 3213, Australia",2018-August-06,TRUE
Midland Highway,BENALLA,ABC,Apr-18,"Midland Highway, BENALLA",933,145.9548838,-36.5828302,"Midland Hwy, Benalla VIC 3672, Australia",2018-August-06,TRUE
Midland Highway,BLAMPIED,C,Apr-18,"Midland Highway, BLAMPIED",934,144.0356868,-37.3704382,"Midland Hwy, Blampied VIC 3364, Australia",2018-August-06,TRUE
Midland Highway,BYRNESIDE,C,Apr-18,"Midland Highway, BYRNESIDE",935,145.1561184,-36.4233849,"Midland Hwy, Byrneside VIC 3617, Australia",2018-August-06,TRUE
Midland Highway,CAMPBELLS CREEK,C,May-18,"Midland Highway, CAMPBELLS CREEK",936,144.2012214,-37.0967921,"Midland Hwy, Campbells Creek VIC 3451, Australia",2018-August-06,TRUE
Midland Highway,CLARENDON,C,Apr-18,"Midland Highway, CLARENDON",937,143.9747143,-37.6959717,"Midland Hwy, Clarendon VIC 3352, Australia",2018-August-06,TRUE
Midland Highway,ELAINE,ABC,Apr-18,"Midland Highway, ELAINE",938,144.2501741,-37.0034273,"Midland Hwy, Victoria, Australia",2018-August-06,TRUE
Midland Highway,GHERINGHAP,BC,Apr-18,"Midland Highway, GHERINGHAP",939,144.2220675,-38.0669604,"Midland Hwy, Gheringhap VIC 3331, Australia",2018-August-06,TRUE
Midland Highway,LIMA,AC,Apr-18,"Midland Highway, LIMA",940,146.0085463,-36.8025483,"3028 Midland Hwy, Lima South VIC 3673, Australia",2018-August-06,TRUE
Midland Highway,MAGPIE,BC,Jul-18,"Midland Highway, MAGPIE",941,143.8390501,-37.6317531,"Midland Hwy, Magpie VIC 3352, Australia",2018-August-06,TRUE
Midland Highway,MANSFIELD,AC,Apr-18,"Midland Highway, MANSFIELD",942,146.0532586,-36.9938441,"Midland Hwy, Mansfield VIC 3722, Australia",2018-August-06,TRUE
Midland Highway,MOOROOPNA,C,Apr-18,"Midland Highway, MOOROOPNA",943,145.349256,-36.3960749,"Midland Hwy, Mooroopna VIC 3629, Australia",2018-August-06,TRUE
Midland Highway,MOUNT FRANKLIN,C,Apr-18,"Midland Highway, MOUNT FRANKLIN",944,144.1382505,-37.2583153,"Midland Hwy, Mount Franklin VIC 3461, Australia",2018-August-06,TRUE
Midland Highway,MOUNT PROSPECT,C,Jul-18,"Midland Highway, MOUNT PROSPECT",945,144.2501741,-37.0034273,"Midland Hwy, Victoria, Australia",2018-August-06,TRUE
Midland Highway,MOUNT ROWAN,C,Jul-18,"Midland Highway, MOUNT ROWAN",946,143.8462607,-37.4993339,"Midland Hwy, Mount Rowan VIC 3352, Australia",2018-August-06,TRUE
Midland Highway,NALINGA,AC,Apr-18,"Midland Highway, NALINGA",947,145.7242249,-36.4219263,"Midland Hwy, Nalinga VIC 3646, Australia",2018-August-06,TRUE
Midland Highway,NEWLYN,B,Apr-18,"Midland Highway, NEWLYN",948,143.9753161,-37.4103432,"Midland Hwy, Newlyn VIC 3364, Australia",2018-August-06,TRUE
Midland Highway,PINE LODGE SOUTH,BC,Apr-18,"Midland Highway, PINE LODGE SOUTH",949,145.5280026,-36.4150877,"Midland Hwy & Pine Lodge S Rd, Pine Lodge VIC 3631, Australia",2018-August-06,TRUE
Midland Highway,SHEPPARTON EAST,BC,Apr-18,"Midland Highway, SHEPPARTON EAST",950,145.4810386,-36.4020742,"Midland Hwy, Shepparton East VIC 3631, Australia",2018-August-06,TRUE
Midland Highway,STEWARTON,C,Apr-18,"Midland Highway, STEWARTON",951,145.8022963,-36.4398886,"Midland Hwy, Stewarton VIC 3725, Australia",2018-August-06,TRUE
Midland Highway,SWANPOOL,AC,Apr-18,"Midland Highway, SWANPOOL",952,145.9949685,-36.726922,"Midland Hwy, Swanpool VIC 3673, Australia",2018-August-06,TRUE
Midland Highway,TATURA,C,Apr-18,"Midland Highway, TATURA",953,145.204792,-36.416639,"Midland Hwy, Tatura VIC 3616, Australia",2018-August-06,TRUE
Midland Link Highway,MAINDAMPLE,ABC,Apr-18,"Midland Link Highway, MAINDAMPLE",954,145.9795501,-36.9929175,"Midland Link Hwy, Maindample VIC 3723, Australia",2018-August-06,TRUE
Military Road,AVONDALE HEIGHTS,BC,Dec-17,"Military Road, AVONDALE HEIGHTS",955,144.8619827,-37.7621619,"Military Rd, Avondale Heights VIC 3034, Australia",2018-August-06,TRUE
Mill Park Drive,MILL PARK,C,Apr-18,"Mill Park Drive, MILL PARK",956,145.0613537,-37.6735647,"Mill Park Dr, Mill Park VIC 3082, Australia",2018-August-06,TRUE
Milleara Road,KEILOR EAST,C,Dec-17,"Milleara Road, KEILOR EAST",957,144.8635709,-37.7412231,"Milleara Rd, Keilor East VIC 3033, Australia",2018-August-06,TRUE
Miller Street,EPPING,AC,Apr-18,"Miller Street, EPPING",958,145.0204963,-37.6443893,"Miller St, Epping VIC 3076, Australia",2018-August-06,TRUE
Millers Road,ALTONA,C,Feb-18,"Millers Road, ALTONA",959,144.8430601,-37.8581225,"Millers Rd, Altona VIC 3018, Australia",2018-August-06,TRUE
Millers Road,ALTONA NORTH,C,Feb-18,"Millers Road, ALTONA NORTH",960,144.8471774,-37.8379018,"Millers Rd, Altona North VIC 3025, Australia",2018-August-06,TRUE
Millewa Road,KOORLONG,C,Jun-18,"Millewa Road, KOORLONG",961,142.0520449,-34.3478371,"Millewa Rd, Koorlong VIC 3501, Australia",2018-August-06,TRUE
Millewa Road,RED CLIFFS,C,Jun-18,"Millewa Road, RED CLIFFS",962,142.1488882,-34.3313218,"Millewa Rd, Red Cliffs VIC 3496, Australia",2018-August-06,TRUE
Mitcham Road,MITCHAM,C,May-18,"Mitcham Road, MITCHAM",963,145.1936967,-37.8166815,"Mitcham Rd, Mitcham VIC 3132, Australia",2018-August-06,TRUE
Mitchell Street,MAIDSTONE,C,Feb-18,"Mitchell Street, MAIDSTONE",964,144.8755045,-37.782199,"Mitchell St, Maidstone VIC 3012, Australia",2018-August-06,TRUE
Moe-Glengarry Road,TYERS,ABC,Apr-18,"Moe-Glengarry Road, TYERS",965,146.4828097,-38.1490772,"Tyers VIC 3844, Australia",2018-August-06,TRUE
Moe-Glengarry Road,YALLOURN NORTH,AC,Apr-18,"Moe-Glengarry Road, YALLOURN NORTH",966,146.267778,-38.172222,"Moe VIC 3825, Australia",2018-August-06,TRUE
Moe-Rawson Road,MOONDARRA,AC,Apr-18,"Moe-Rawson Road, MOONDARRA",967,146.2676429,-38.178901,"Moondarra St, Moe VIC 3825, Australia",2018-August-06,TRUE
Moe-Willow Grove Road,WILLOW GROVE,AC,Apr-18,"Moe-Willow Grove Road, WILLOW GROVE",968,146.1995224,-38.0861288,"Moe-Willow Grove Rd, Willow Grove VIC 3825, Australia",2018-August-06,TRUE
Monaro Highway,NOORINBEE,ABC,Apr-18,"Monaro Highway, NOORINBEE",969,149.1773157,-37.5037341,"Monaro Hwy, Noorinbee VIC 3890, Australia",2018-August-06,TRUE
Monash Road,NEWBOROUGH,ABC,Apr-18,"Monash Road, NEWBOROUGH",970,146.3012453,-38.1801353,"Monash Rd, Newborough VIC 3825, Australia",2018-August-06,TRUE
Monash Street,SUNSHINE,ABC,Jul-18,"Monash Street, SUNSHINE",971,144.8400342,-37.7894681,"Monash St, Sunshine VIC 3020, Australia",2018-August-06,TRUE
Monash Way,CHURCHILL,ABC,Apr-18,"Monash Way, CHURCHILL",972,146.3498907,-38.3314619,"Monash Way, Victoria, Australia",2018-August-06,TRUE
Monbulk Road,MOUNT EVELYN,ABC,Mar-18,"Monbulk Road, MOUNT EVELYN",973,145.3934169,-37.7981038,"Monbulk Rd, Mount Evelyn VIC 3796, Australia",2018-August-06,TRUE
Monbulk Road,SILVAN,ABC,Mar-18,"Monbulk Road, SILVAN",974,145.4167364,-37.823581,"Monbulk Rd, Silvan VIC 3795, Australia",2018-August-06,TRUE
Moore Street,MOE,ABC,Apr-18,"Moore Street, MOE",975,146.2624044,-38.1689445,"Moore St, Moe VIC 3825, Australia",2018-August-06,TRUE
Moore Street,WARRNAMBOOL,C,Apr-18,"Moore Street, WARRNAMBOOL",976,142.5039966,-38.3748522,"Moore St, Warrnambool VIC 3280, Australia",2018-August-06,TRUE
Moorooduc Highway,BAXTER,BC,May-18,"Moorooduc Highway, BAXTER",977,145.1111593,-38.2099259,"Moorooduc Hwy, Victoria, Australia",2018-August-06,TRUE
Moorooduc Highway,FRANKSTON SOUTH,C,May-18,"Moorooduc Highway, FRANKSTON SOUTH",978,145.1385995,-38.1768473,"Moorooduc Hwy, Frankston South VIC 3199, Australia",2018-August-06,TRUE
Moorooduc Highway,MOOROODUC,C,May-18,"Moorooduc Highway, MOOROODUC",979,145.0906527,-38.2331713,"Moorooduc Hwy, Moorooduc VIC 3933, Australia",2018-August-06,TRUE
Mooroopna-Murchison Road,MURCHISON,BC,Apr-18,"Mooroopna-Murchison Road, MURCHISON",980,145.35,-36.383333,"Mooroopna VIC 3629, Australia",2018-August-06,TRUE
Mooroopna-Murchison Road,OLD TOOLAMBA,BC,Apr-18,"Mooroopna-Murchison Road, OLD TOOLAMBA",981,145.35,-36.383333,"Mooroopna VIC 3629, Australia",2018-August-06,TRUE
Morang Drive,MILL PARK,C,Apr-18,"Morang Drive, MILL PARK",982,145.0589785,-37.6563265,"Morang Dr, Mill Park VIC 3082, Australia",2018-August-06,TRUE
Moreland Road,BRUNSWICK,C,Dec-17,"Moreland Road, BRUNSWICK",983,144.9641203,-37.755438,"Moreland Rd, Brunswick VIC 3056, Australia",2018-August-06,TRUE
Mornington Peninsula Freeway,BANGHOLME,C,Apr-18,"Mornington Peninsula Freeway, BANGHOLME",984,145.066276,-38.272258,"Mornington Peninsula Fwy, Victoria, Australia",2018-August-06,TRUE
Mornington Peninsula Freeway,CHELSEA HEIGHTS,C,Jun-18,"Mornington Peninsula Freeway, CHELSEA HEIGHTS",985,145.066276,-38.272258,"Mornington Peninsula Fwy, Victoria, Australia",2018-August-06,TRUE
Mornington Peninsula Freeway,DROMANA,C,May-18,"Mornington Peninsula Freeway, DROMANA",986,144.9863787,-38.3295339,"Mornington Peninsula Fwy, Dromana VIC 3936, Australia",2018-August-06,TRUE
Mornington Peninsula Freeway,MCCRAE,C,May-18,"Mornington Peninsula Freeway, MCCRAE",987,144.929089,-38.3549962,"Mornington Peninsula Fwy, McCrae VIC 3938, Australia",2018-August-06,TRUE
Mornington Peninsula Freeway,PATTERSON LAKES,C,Jun-18,"Mornington Peninsula Freeway, PATTERSON LAKES",988,145.066276,-38.272258,"Mornington Peninsula Fwy, Victoria, Australia",2018-August-06,TRUE
Mornington Peninsula Freeway,ROSEBUD,ABC,May-18,"Mornington Peninsula Freeway, ROSEBUD",989,144.9166606,-38.364628,"Mornington Peninsula Fwy, Rosebud VIC 3939, Australia",2018-August-06,TRUE
Mornington-Tyabb Road,TYABB,C,May-18,"Mornington-Tyabb Road, TYABB",990,145.1670599,-38.2612622,"Mornington-Tyabb Rd, Tyabb VIC 3913, Australia",2018-August-06,TRUE
Morpung Avenue,IRYMPLE,BC,Jun-18,"Morpung Avenue, IRYMPLE",991,142.1847075,-34.2402468,"Morpung Ave, Irymple VIC 3498, Australia",2018-August-06,TRUE
Morris Road,HOPPERS CROSSING,C,Feb-18,"Morris Road, HOPPERS CROSSING",992,144.7038288,-37.8640642,"Morris Rd, Hoppers Crossing VIC 3029, Australia",2018-August-06,TRUE
Mortlake-Ararat Road,DENICULL CREEK,C,Jul-18,"Mortlake-Ararat Road, DENICULL CREEK",993,142.9030338,-37.3370459,"Mortlake-Ararat Rd, Denicull Creek VIC 3377, Australia",2018-August-06,TRUE
Mortlake-Ararat Road,MAROONA,C,Jul-18,"Mortlake-Ararat Road, MAROONA",994,142.8602919,-37.4185692,"Mortlake-Ararat Rd, Maroona VIC 3377, Australia",2018-August-06,TRUE
Mossfiel Drive,HOPPERS CROSSING,C,Feb-18,"Mossfiel Drive, HOPPERS CROSSING",995,144.692168,-37.8715816,"Mossfiel Dr, Hoppers Crossing VIC 3029, Australia",2018-August-06,TRUE
Mount Baimbridge Road,HAMILTON,C,May-18,"Mount Baimbridge Road, HAMILTON",996,142.0180615,-37.7048045,"Mt Baimbridge Rd, Hamilton VIC 3300, Australia",2018-August-06,TRUE
Mount Buffalo Road,POREPUNKAH,BC,Apr-18,"Mount Buffalo Road, POREPUNKAH",997,146.8765234,-36.6935697,"Mount Buffalo Rd, Porepunkah VIC 3740, Australia",2018-August-06,TRUE
Mount Buller Road,MANSFIELD,AC,Apr-18,"Mount Buller Road, MANSFIELD",998,146.1716131,-37.0687506,"Mt Buller Rd, Mansfield VIC 3722, Australia",2018-August-06,TRUE
Mount Buller Road,MERRIJIG,ABC,Apr-18,"Mount Buller Road, MERRIJIG",999,146.3024439,-37.1101721,"Mt Buller Rd, Merrijig VIC 3723, Australia",2018-August-06,TRUE
Mount Buller Road,SAWMILL SETTLEMENT,ABC,Apr-18,"Mount Buller Road, SAWMILL SETTLEMENT",1000,146.3679396,-37.1055228,"Mt Buller Rd, Sawmill Settlement VIC 3723, Australia",2018-August-06,TRUE
Mount Dandenong Road,CROYDON,ABC,Jan-18,"Mount Dandenong Road, CROYDON",1001,145.2814263,-37.7988018,"Mt Dandenong Rd, Croydon VIC 3136, Australia",2018-August-06,TRUE
Mount Dandenong Tourist Road,KALORAMA,ABC,Mar-18,"Mount Dandenong Tourist Road, KALORAMA",1002,145.3655079,-37.8199561,"Mount Dandenong Tourist Rd, Kalorama VIC 3766, Australia",2018-August-06,TRUE
Mount Dandenong Tourist Road,MONTROSE,ABC,Mar-18,"Mount Dandenong Tourist Road, MONTROSE",1003,145.3595793,-37.8285808,"Mount Dandenong Tourist Rd, Montrose VIC 3765, Australia",2018-August-06,TRUE
Mount Dandenong Tourist Road,MOUNT DANDENONG,ABC,Mar-18,"Mount Dandenong Tourist Road, MOUNT DANDENONG",1004,145.3568848,-37.8358953,"Mount Dandenong Tourist Rd, Mount Dandenong VIC 3767, Australia",2018-August-06,TRUE
Mount Macedon Road,MOUNT MACEDON,C,Apr-18,"Mount Macedon Road, MOUNT MACEDON",1005,144.5911583,-37.3950201,"Mount Macedon Rd, Mount Macedon VIC 3441, Australia",2018-August-06,TRUE
Mount Macedon Road,WOODEND,C,Apr-18,"Mount Macedon Road, WOODEND",1006,144.5918494,-37.3934645,"Mount Macedon Rd, Woodend VIC 3442, Australia",2018-August-06,TRUE
Mount Morton Road,BELGRAVE SOUTH,BC,Mar-18,"Mount Morton Road, BELGRAVE SOUTH",1007,145.3440961,-37.9251457,"Mt Morton Rd, Belgrave South VIC 3160, Australia",2018-August-06,TRUE
Mount Napier Road,HAMILTON,BC,May-18,"Mount Napier Road, HAMILTON",1008,142.0484332,-37.7901537,"Mt Napier Rd, Hamilton VIC 3300, Australia",2018-August-06,TRUE
Mount Pleasant Road,ELTHAM,BC,Apr-18,"Mount Pleasant Road, ELTHAM",1009,145.1696602,-37.7235813,"Mount Pleasant Rd, Eltham VIC 3095, Australia",2018-August-06,TRUE
Mount Ridley Road,CRAIGIEBURN,AC,Dec-17,"Mount Ridley Road, CRAIGIEBURN",1010,144.9124907,-37.5663491,"Mt Ridley Rd, Craigieburn VIC 3064, Australia",2018-August-06,TRUE
Mount Ridley Road,MICKLEHAM,AC,Dec-17,"Mount Ridley Road, MICKLEHAM",1011,144.8983803,-37.5646798,"Mt Ridley Rd, Mickleham VIC 3064, Australia",2018-August-06,TRUE
Mountain Highway,BORONIA,ABC,Jan-18,"Mountain Highway, BORONIA",1012,145.2835438,-37.8378126,"Mountain Hwy, Boronia VIC 3155, Australia",2018-August-06,TRUE
Mountain View Road,GREENSBOROUGH,BC,Apr-18,"Mountain View Road, GREENSBOROUGH",1013,145.1199666,-37.7093318,"Mountain View Rd, Victoria, Australia",2018-August-06,TRUE
Mountain View Road,MONTMORENCY,AC,Apr-18,"Mountain View Road, MONTMORENCY",1014,145.1221384,-37.7122628,"Mountain View Rd, Montmorency VIC 3094, Australia",2018-August-06,TRUE
Mt Alexander Road,ESSENDON,ABC,Dec-17,"Mt Alexander Road, ESSENDON",1015,144.9161308,-37.7529668,"Mt Alexander Rd, Essendon VIC 3040, Australia",2018-August-06,TRUE
Mt Buller Road,MERRIJIG,BC,Apr-18,"Mt Buller Road, MERRIJIG",1016,146.3024439,-37.1101721,"Mt Buller Rd, Merrijig VIC 3723, Australia",2018-August-06,TRUE
Murchison-Tatura Road,DHURRINGILE,BC,Apr-18,"Murchison-Tatura Road, DHURRINGILE",1017,145.2227117,-36.5351805,"Murchison-Tatura Rd, Dhurringile VIC 3610, Australia",2018-August-06,TRUE
Murchison-Tatura Road,TATURA,BC,Apr-18,"Murchison-Tatura Road, TATURA",1018,145.2227321,-36.4919756,"Murchison-Tatura Rd, Tatura VIC 3616, Australia",2018-August-06,TRUE
Murchison-Violet Town Road,MIEPOLL,C,Apr-18,"Murchison-Violet Town Road, MIEPOLL",1019,145.4735181,-36.6077761,"Murchison-Violet Town Rd, Miepoll VIC 3666, Australia",2018-August-06,TRUE
Murchison-Violet Town Road,MURCHISON EAST,BC,Apr-18,"Murchison-Violet Town Road, MURCHISON EAST",1020,145.2666831,-36.614357,"Murchison-Violet Town Rd, Murchison East VIC 3610, Australia",2018-August-06,TRUE
Murdoch Road,WANGARATTA,BC,Apr-18,"Murdoch Road, WANGARATTA",1021,146.3233937,-36.3730839,"Murdoch Rd, Wangaratta VIC 3677, Australia",2018-August-06,TRUE
Murphy Street,EAST BENDIGO,C,May-18,"Murphy Street, EAST BENDIGO",1022,144.3022357,-36.7505844,"Murphy St, East Bendigo VIC 3550, Australia",2018-August-06,TRUE
Murradoc Road,DRYSDALE,ABC,Apr-18,"Murradoc Road, DRYSDALE",1023,144.6102291,-38.1778913,"Murradoc Rd, Drysdale VIC 3222, Australia",2018-August-06,TRUE
Murradoc Road,ST LEONARDS,BC,Apr-18,"Murradoc Road, ST LEONARDS",1024,144.6835071,-38.1848132,"Murradoc Rd, St Leonards VIC 3223, Australia",2018-August-06,TRUE
Murray River Road,THOLOGOLONG,AC,Apr-18,"Murray River Road, THOLOGOLONG",1025,147.4029373,-35.9738609,"Murray River Rd, Thologolong VIC 3691, Australia",2018-August-06,TRUE
Murray Road,COBURG,C,Dec-17,"Murray Road, COBURG",1026,144.975953,-37.7354664,"Murray Rd, Preston VIC 3058, Australia",2018-August-06,TRUE
Murray Valley Highway,BARNAWARTHA,BC,Apr-18,"Murray Valley Highway, BARNAWARTHA",1027,146.673976,-36.0539122,"Murray Valley Hwy, Barnawartha VIC 3688, Australia",2018-August-06,TRUE
Murray Valley Highway,BERRINGAMA,BC,Apr-18,"Murray Valley Highway, BERRINGAMA",1028,147.6774773,-36.2129543,"Murray Valley Hwy, Berringama VIC 3691, Australia",2018-August-06,TRUE
Murray Valley Highway,BEVERFORD,BC,Apr-18,"Murray Valley Highway, BEVERFORD",1029,143.4671527,-35.224199,"Murray Valley Hwy, Beverford VIC 3590, Australia",2018-August-06,TRUE
Murray Valley Highway,BONEGILLA,C,Apr-18,"Murray Valley Highway, BONEGILLA",1030,147.0133917,-36.1466623,"Murray Valley Hwy, Bonegilla VIC 3691, Australia",2018-August-06,TRUE
Murray Valley Highway,BOUNDARY BEND,C,Apr-18,"Murray Valley Highway, BOUNDARY BEND",1031,143.1151085,-34.7201451,"Murray Valley Hwy, Boundary Bend VIC 3599, Australia",2018-August-06,TRUE
Murray Valley Highway,BRIMIN,ABC,Apr-18,"Murray Valley Highway, BRIMIN",1032,146.2495928,-36.0753022,"Murray Valley Hwy, Brimin VIC 3685, Australia",2018-August-06,TRUE
Murray Valley Highway,BROWNS PLAINS,ABC,Apr-18,"Murray Valley Highway, BROWNS PLAINS",1033,146.6214543,-36.0455949,"Murray Valley Hwy, Browns Plains VIC 3685, Australia",2018-August-06,TRUE
Murray Valley Highway,BULLIOH,C,Apr-18,"Murray Valley Highway, BULLIOH",1034,147.3527571,-36.1864232,"Murray Valley Hwy, Bullioh VIC 3700, Australia",2018-August-06,TRUE
